1463	670000777760731	T1_RUS2
899	670000777760771	T1_RUS2
1005	672773777775600	BOVIS1
756	673777477413771	EAI2_MANILLA
821	674000000000171	U
1187	674000003403771	U
89	674000003413771	EAI2_NTB
308	674001777677600	BOV
1602	674023777777600	BOV
685	674073777777600	BOV
686	674153777777600	BOV
1595	674363677777600	BOV
1439	674373677777600	BOV
1006	674373777774000	BOV
687	674573777767600	BOV
1849	674573777777600	BOV
1853	674773674377200	BOV
1292	674777377420771	H4
1479	674777470001771	U
480	674777477411771	U
1117	674777777420771	H4
545	675737607760771	LAM2
1478	675777477413771	EAI2_MANILLA
362	675777757760771	T5
897	676003477413771	EAI2_MANILLA
580	676077607760771	LAM1
1170	676177477413771	EAI2_MANILLA
1293	676177607760771	LAM3
1336	676377717760471	S
1253	676377737760771	S
923	676377777720771	H3-S
789	676377777760771	S
688	676473777777600	BOVIS1
957	676501777177600	BOV
1008	676563777777600	BOV
689	676573777017600	BOVIS1
778	676573777077600	BOVIS1
1857	676573777177600	BOVIS1
690	676573777637600	BOVIS1
757	676573777677600	BOVIS1
691	676573777777600	BOVIS1
421	676600000000371	U
692	676673677777600	BOVIS1
1118	676673757777600	BOVIS1
1185	676673777777600	BOVIS1
1009	676713677767600	BOVIS1
1010	676733677777600	BOVIS1
1932	676733777777600	BOVIS1
1848	676740677777600	BOV
1011	676743377777600	BOV
693	676743677777600	BOV
694	676743777777600	BOV
1012	676760000007600	BOV
1013	676760006067600	BOV
1784	676760777777600	BOV
1014	676763637767600	BOV
1668	676763677776200	BOV
1669	676763677776600	BOV
819	676763677777400	BOV
695	676763677777600	BOV
820	676763777777600	BOV
1015	676770077777600	BOV
1016	676772777767600	BOVIS1
1017	676773017737600	BOVIS1
1820	676773277777200	BOVIS1
1019	676773377777600	BOVIS1
1020	676773417777600	BOVIS1
422	676773667777600	BOVIS1
1021	676773674037600	BOVIS1
696	676773674177600	BOVIS1
697	676773676177600	BOVIS1
1847	676773677377600	BOVIS1
1816	676773677603600	BOVIS1
1022	676773677743600	BOVIS1
1023	676773677757600	BOVIS1
1024	676773677761600	BOVIS1
1025	676773677763600	BOVIS1
1026	676773677774600	BOVIS1
1027	676773677775600	BOVIS1
1028	676773677777000	BOV
698	676773677777200	BOVIS1
1601	676773677777400	BOV
1029	676773737766600	BOVIS1
1030	676773737777600	BOVIS1
1181	676773757777600	BOVIS1
1031	676773764146600	BOVIS1
1854	676773770000600	BOVIS1
1852	676773770003600	BOVIS1
1032	676773776003600	BOVIS1
1033	676773777075600	BOVIS1
1637	676773777577600	BOVIS1
1034	676773777600600	BOVIS1
1035	676773777627600	BOVIS1
1036	676773777637600	BOVIS1
1037	676773777677600	BOVIS1
1038	676773777735600	BOVIS1
1039	676773777736600	BOVIS1
1040	676773777737600	BOVIS1
1041	676773777743600	BOVIS1
1730	676773777747600	BOVIS1
1042	676773777753600	BOVIS1
1043	676773777766600	BOVIS1
1044	676773777767600	BOVIS1
1045	676773777770600	BOVIS1
1046	676773777771600	BOVIS1
1047	676773777773600	BOVIS1
1048	676773777775600	BOVIS1
797	676773777777200	BOVIS1
1440	676777677777600	BOV
595	676777777777600	BOV
1499	677003477413771	EAI2_MANILLA
1811	677300004760731	T2
1712	677317607760771	LAM2
1711	677337607760771	LAM2
1511	677577477413771	EAI2_MANILLA
1201	677636207760771	LAM1
1899	677640007760771	T1
279	677677477413771	EAI2_MANILLA
1691	677727607760771	LAM2
1215	677735607760771	LAM2
826	677737207760771	LAM2
1169	677737477413771	EAI2_MANILLA
1703	677737607560771	LAM2
193	677737607660771	LAM2
1216	677737607700371	U
905	677737607700771	U
1661	677737607760671	LAM2
908	677737607760700	LAM2
179	677737607760711	LAM2
194	677737607760731	LAM2-LAM4
604	677737607760751	LAM2
1695	677737607760770	LAM2
1911	677737707760770	T3
1910	677737707760771	T3
1339	677737777760731	T2-T3
1163	677737777760771	T3
1806	677747757760771	T5
1769	677761607760771	LAM1
1490	677767477413771	EAI2_MANILLA
1935	677767607760671	LAM1
389	677767607760771	LAM1
1761	677767777760771	T1
423	677774207760771	LAM1
1718	677776607760771	X1-LAM9
18	677776777760601	X2
1707	677777400760771	T1
930	677777404760771	LAM7_TUR
1477	677777463413701	EAI2_MANILLA
286	677777470000000	U
1509	677777472000000	U
1510	677777476003771	U
895	677777477013771	MANU1
1500	677777477400771	U
1189	677777477403771	U
1171	677777477412771	EAI2_MANILLA
1217	677777477413151	EAI2_MANILLA
1501	677777477413671	EAI2_MANILLA
758	677777477413700	EAI2_MANILLA
483	677777477413701	EAI2_MANILLA
424	677777477413711	EAI2_MANILLA
894	677777477413731	EAI2_MANILLA
287	677777477413751	EAI2_MANILLA
1868	677777477413761	EAI2_MANILLA
1815	677777606760771	LAM1-LAM8
1145	677777607060771	LAM1
1791	677777607160771	LAM1
1755	677777607560771	LAM1
195	677777607660771	LAM1
900	677777607740011	U
1752	677777607740771	U
1321	677777607760731	LAM1-LAM4
1474	677777627760771	T1
1362	677777700000371	U
1888	677777707760771	T1
1808	677777757760771	T5
898	677777774020771	H1
90	677777776000371	U
526	677777777403671	U
527	677777777403771	U
912	677777777413371	EAI5
528	677777777413671	EAI5
529	677777777413731	EAI1_SOM
342	677777777413771	EAI5
1683	677777777660771	T1
699	677777777720571	H3
180	677777777720771	H3
1579	677777777740771	U
1572	677777777760730	T2
1332	677777777760731	T2
1729	700000004177771	U
343	700000007175771	U
910	700000007177771	U
1400	700000007413371	EAI5
536	700000377776671	AFRI
1555	700001403760371	U
1642	700017777760771	T1
1756	700026777760771	X3
1150	700036776360771	X3
1617	700036776760771	X3
546	700036777560771	X3
901	700036777740031	U
484	700036777740171	U
547	700036777760031	U
1119	700036777760471	X3
197	700036777760731	X3
91	700036777760771	X3
1569	700037000020700	T1
950	700037607760771	LAM9
1871	700037750060771	T5
1753	700037777760771	T1
198	700040777760771	T1
1315	700066777760671	X3
1751	700066777760771	X3
548	700076700000071	U
549	700076757760771	X3
199	700076760000011	U
425	700076774160771	X3
1218	700076777740771	U
70	700076777760671	X3
200	700076777760700	X3
1273	700076777760731	X3
1157	700076777760770	X3
344	700077777760771	T1
1320	700177740003771	CAS
201	700377000003771	CAS
601	700377400000771	CAS
426	700377600003771	CAS
1151	700377740001771	CAS
1591	700377740003371	CAS2
288	700377740003771	CAS2
587	700740007774671	AFRI
700	700741007764671	AFRI
701	700741007774671	AFRI
1521	700774007403771	U
1062	700774007413771	EAI5
702	700775747413771	EAI5
1266	700777740003771	CAS
1473	700777746013771	MANU1
1524	700777747403771	U
129	700777747413771	EAI5
202	701776777760601	X2
1551	701777740003771	CAS
1368	701777747770371	U
140	702777740003171	CAS1_DELHI
1092	702777740003771	CAS1_DELHI
703	703177400001771	KILI
1765	703337400001771	CAS1_KILI
1675	703367400001771	CAS1_KILI
1677	703377400203771	U
1314	703377740003171	CAS1_DELHI
873	703400000000000	CAS
1327	703637740003771	CAS1_DELHI
954	703677740003771	CAS1_DELHI
427	703707740003771	CAS1_DELHI
1198	703737740003171	CAS1_DELHI
1343	703737740003771	CAS1_DELHI
864	703740000000760	CAS
1405	703743740003771	CAS1_DELHI
794	703757740003771	CAS1_DELHI
1120	703760000000331	CAS
309	703767740003171	CAS1_DELHI
141	703767740003771	CAS1_DELHI
1777	703776000000011	CAS1_DELHI
1882	703776600003771	CAS1_DELHI
1422	703777000000771	CAS
1590	703777340003771	CAS1_DELHI
598	703777400000371	CAS
599	703777400000771	CAS
22	703777400001771	CAS
1357	703777400003031	CAS
600	703777400003171	CAS
485	703777400003771	CAS
1344	703777440003771	CAS1_DELHI
356	703777600001771	CAS
1093	703777600003771	CAS
1203	703777640003171	CAS1_DELHI
1346	703777640003770	CAS1_DELHI
1345	703777700000371	CAS
142	703777700003771	CAS
1887	703777707770371	U
1264	703777740000000	CAS
1789	703777740000171	CAS1_DELHI
486	703777740000371	CAS
876	703777740000731	CAS
357	703777740000771	CAS
1199	703777740001171	CAS
23	703777740001471	CAS
203	703777740001771	CAS
1787	703777740002171	CAS1_DELHI
1091	703777740002771	CAS1_DELHI
24	703777740003031	CAS1_DELHI
381	703777740003071	CAS1_DELHI
704	703777740003111	CAS1_DELHI
1312	703777740003131	CAS1_DELHI
428	703777740003371	CAS1_DELHI
247	703777740003471	CAS1_DELHI
289	703777740003571	CAS1_DELHI
1878	703777740003600	CAS1_DELHI
1401	703777740003671	CAS1_DELHI
429	703777740003731	CAS1_DELHI
1883	703777740003760	CAS1_DELHI
1197	703777740203171	U
27	703777747770371	U(CAS_ANCESTOR?)
1200	703777747777771	U
1429	703777750003771	U
1920	703777770001771	U
1560	703777777760771	T1
430	704003347760471	T4_CEU1
1696	707737607760771	LAM5
1809	707777347740471	U
1258	707777347760471	T4_CEU1
1902	707777774413731	EAI4_VNM
1597	707777777760771	T1
363	716377777760771	S
705	717377777760771	T1
550	717777477413731	EAI1_SOM
1706	717777607760771	LAM9
1419	717777700003371	U
1725	717777757413771	EAI6_BGD1
1747	717777757760771	T5
431	717777774020771	H1
1316	717777777413731	EAI1_SOM
1121	717777777760611	T1
358	717777777760771	T1
1650	720001400000771	U
1653	730000000000171	U
706	730177577760771	T1
432	735777777760731	T2
1476	736177607700171	U
707	736377777760771	S
1877	737377777760771	T1
805	737417606060731	LAM11_ZWE
1693	737737607760771	LAM5
1621	737737777760731	T2-T3
708	737776777760771	X1
1219	737777423560771	T1
709	737777607760700	LAM9
388	737777607760771	LAM9
710	737777700000031	U
1279	737777757760771	T5
261	737777773760771	T1
531	737777774020771	H1
1903	737777774413771	EAI4_VNM
28	737777777413371	EAI5
711	737777777413731	EAI1_SOM
204	737777777413771	EAI5
1207	737777777700771	U
871	737777777720771	H3
551	737777777760610	T1
848	737777777760731	T2
205	737777777760771	T1
1593	740000000020771	H3
487	740000004020771	H3
1491	740000007760731	X2
